Index,Red,Green,Blue,NIR,SWIR_1,SWIR_2
362,0.08219615,0.06049615,0.039711535,0.22044615,0.091,0.03637307
363,0.082303844,0.06270384,0.03763846,0.3133577,0.116253845,0.04533846
364,0.08367692,0.06800769,0.03723461,0.4575577,0.17903847,0.06803461
365,0.083703846,0.07218076,0.038823072,0.42950386,0.17416538,0.06717307
366,0.08348846,0.07406538,0.039442305,0.39202693,0.16091923,0.062623076
367,0.08308461,0.07123846,0.038042303,0.38804233,0.15873846,0.06256923
368,0.08311154,0.06935384,0.037073072,0.42460385,0.16991153,0.06528846
369,0.083299994,0.06868076,0.037126917,0.4430731,0.1748923,0.066553846
370,0.08289615,0.06760384,0.036588456,0.43976155,0.17333077,0.06593461
371,0.08268077,0.06574615,0.036292303,0.43184617,0.17155385,0.06501923
372,0.08313846,0.06835769,0.037180766,0.4391154,0.17465,0.06703846
373,0.083192304,0.07072692,0.037719227,0.4415654,0.1691577,0.06585384
374,0.08346154,0.07228846,0.040169228,0.39345387,0.15556154,0.06378077
375,0.08674615,0.07525,0.049673073,0.32727692,0.1632077,0.07484615
376,0.08978846,0.07950384,0.056699995,0.3269,0.1993923,0.09525385
377,0.08914231,0.0805,0.053280767,0.35877693,0.20165385,0.093449995
378,0.08879231,0.08071538,0.05279615,0.3613077,0.19543462,0.09086538
379,0.08849615,0.08122692,0.052661534,0.36146924,0.19373846,0.08857692
